,fecha,fix,inpc,tasa_obj
1322,2021-08-15,,6.890513,4.5
1323,2021-08-16,19.8863,6.891608,4.5
1324,2021-08-17,19.9912,6.892703,4.5
1325,2021-08-18,20.0107,6.893799,4.5
1326,2021-08-19,20.1175,6.894894,4.5
1327,2021-08-20,20.402,6.89599,4.5
1328,2021-08-21,,6.897086,4.5
1329,2021-08-22,,6.898182,4.5
1330,2021-08-23,20.3907,6.899279,4.5
1331,2021-08-24,20.2967,6.900375,4.5
1332,2021-08-25,20.2933,6.901472,4.5
1333,2021-08-26,20.3522,6.901381,4.5
1334,2021-08-27,20.2293,6.90129,4.5
1335,2021-08-28,,6.901199,4.5
1336,2021-08-29,,6.901108,4.5
1337,2021-08-30,20.1403,6.901017,4.5
1338,2021-08-31,20.0605,6.900926,4.5
1339,2021-09-01,19.9615,6.900835,4.5
1340,2021-09-02,19.9703,6.900744,4.5
1341,2021-09-03,19.8992,6.900653,4.5
1342,2021-09-04,,6.900562,4.5
1343,2021-09-05,,6.900472,4.5
1344,2021-09-06,19.8878,6.900381,4.5
1345,2021-09-07,19.944,6.90029,4.5
1346,2021-09-08,19.9383,6.900199,4.5
1347,2021-09-09,19.9318,6.900108,4.5
1348,2021-09-10,19.8717,6.900017,4.5
1349,2021-09-11,,6.900861,4.5
1350,2021-09-12,,6.901705,4.5
1351,2021-09-13,19.8677,6.90255,4.5
1352,2021-09-14,19.9035,6.903394,4.5
1353,2021-09-15,19.9003,6.904239,4.5
1354,2021-09-16,,6.905083,4.5
1355,2021-09-17,19.9853,6.905928,4.5
1356,2021-09-18,,6.906773,4.5
1357,2021-09-19,,6.907618,4.5
1358,2021-09-20,20.1735,6.908463,4.5
1359,2021-09-21,20.1438,6.909308,4.5
1360,2021-09-22,20.0328,6.910153,4.5
1361,2021-09-23,20.028,6.910999,4.5
1362,2021-09-24,20.1118,6.911844,4.5
1363,2021-09-25,,6.91269,4.5
1364,2021-09-26,,6.914622,4.5
1365,2021-09-27,20.1052,6.916555,4.5
1366,2021-09-28,20.306,6.918489,4.5
1367,2021-09-29,20.4977,6.920423,4.5
1368,2021-09-30,20.5623,6.922358,4.5
1369,2021-10-01,20.5103,6.924293,4.75
1370,2021-10-02,,6.926229,4.75
1371,2021-10-03,,6.928165,4.75
1372,2021-10-04,20.5747,6.930102,4.75
1373,2021-10-05,20.5818,6.932039,4.75
1374,2021-10-06,20.6947,6.933977,4.75
1375,2021-10-07,20.604,6.935916,4.75
1376,2021-10-08,20.7293,6.937855,4.75
1377,2021-10-09,,6.939794,4.75
1378,2021-10-10,,6.941734,4.75
1379,2021-10-11,20.8017,6.942696,4.75
1380,2021-10-12,20.7767,6.943657,4.75
1381,2021-10-13,20.6827,6.944618,4.75
1382,2021-10-14,20.6075,6.94558,4.75
1383,2021-10-15,20.4672,6.946542,4.75
1384,2021-10-16,,6.947503,4.75
1385,2021-10-17,,6.948465,4.75
1386,2021-10-18,20.3587,6.949427,4.75
1387,2021-10-19,20.2647,6.95039,4.75
1388,2021-10-20,20.185,6.951352,4.75
1389,2021-10-21,20.2643,6.952314,4.75
1390,2021-10-22,20.1837,6.953277,4.75
1391,2021-10-23,,6.95424,4.75
1392,2021-10-24,,6.955203,4.75
1393,2021-10-25,20.1897,6.956166,4.75
1394,2021-10-26,20.1888,6.958509,4.75
1395,2021-10-27,20.193,6.960854,4.75
1396,2021-10-28,20.3255,6.963199,4.75
1397,2021-10-29,20.5297,6.965545,4.75
1398,2021-10-30,,6.967892,4.75
1399,2021-10-31,,6.97024,4.75
1400,2021-11-01,20.8598,6.972588,4.75
1401,2021-11-02,,6.974938,4.75
1402,2021-11-03,20.8352,6.977288,4.75
1403,2021-11-04,20.6242,6.979638,4.75
1404,2021-11-05,20.3925,6.98199,4.75
1405,2021-11-06,,6.984342,4.75
1406,2021-11-07,,6.986696,4.75
1407,2021-11-08,20.3265,6.98905,4.75
1408,2021-11-09,20.2833,6.991405,4.75
1409,2021-11-10,20.4702,6.99376,4.75
1410,2021-11-11,20.4652,6.99554,4.75
1411,2021-11-12,20.5072,6.99732,5.0
1412,2021-11-13,,6.9991,5.0
1413,2021-11-14,,7.000881,5.0
1414,2021-11-15,,7.002662,5.0
1415,2021-11-16,20.8092,7.004444,5.0
1416,2021-11-17,20.6912,7.006226,5.0
1417,2021-11-18,20.7628,7.008009,5.0
1418,2021-11-19,20.8283,7.009792,5.0
1419,2021-11-20,,7.011576,5.0
1420,2021-11-21,,7.01336,5.0
1421,2021-11-22,20.9632,7.015144,5.0
1422,2021-11-23,21.2107,7.016929,5.0
1423,2021-11-24,21.4357,7.018715,5.0
1424,2021-11-25,21.5462,7.020501,5.0
1425,2021-11-26,21.8185,7.023736,5.0
1426,2021-11-27,,7.026973,5.0
1427,2021-11-28,,7.030212,5.0
1428,2021-11-29,21.7333,7.033452,5.0
1429,2021-11-30,21.4453,7.036693,5.0
1430,2021-12-01,21.271,7.039936,5.0
1431,2021-12-02,21.3033,7.043181,5.0
1432,2021-12-03,21.4177,7.046427,5.0
1433,2021-12-04,,7.049675,5.0
1434,2021-12-05,,7.052924,5.0
1435,2021-12-06,21.2047,7.056174,5.0
1436,2021-12-07,21.0907,7.059426,5.0
1437,2021-12-08,20.933,7.06268,5.0
1438,2021-12-09,21.0328,7.065935,5.0
1439,2021-12-10,20.8922,7.069191,5.0
1440,2021-12-11,,7.071611,5.0
1441,2021-12-12,,7.074031,5.0
1442,2021-12-13,20.9383,7.076453,5.0
1443,2021-12-14,21.165,7.078875,5.0
1444,2021-12-15,21.2393,7.081298,5.0
1445,2021-12-16,20.9238,7.083722,5.0
1446,2021-12-17,20.7337,7.086146,5.5
1447,2021-12-18,,7.088572,5.5
1448,2021-12-19,,7.090998,5.5
1449,2021-12-20,20.7363,7.093425,5.5
1450,2021-12-21,20.7823,7.095853,5.5
1451,2021-12-22,20.7527,7.098282,5.5
1452,2021-12-23,20.6582,7.100711,5.5
1453,2021-12-24,20.6112,7.103142,5.5
1454,2021-12-25,,7.105573,5.5
1455,2021-12-26,,7.106016,5.5
1456,2021-12-27,20.6828,7.106459,5.5
1457,2021-12-28,20.577,7.106903,5.5
1458,2021-12-29,20.5835,7.107346,5.5
1459,2021-12-30,20.5157,7.107789,5.5
1460,2021-12-31,20.4672,7.108233,5.5
1461,2022-01-01,,7.108676,5.5
1462,2022-01-02,,7.109119,5.5
1463,2022-01-03,20.589,7.109563,5.5
1464,2022-01-04,20.4742,7.110006,5.5
1465,2022-01-05,20.3977,7.11045,5.5
1466,2022-01-06,20.4588,7.110893,5.5
1467,2022-01-07,20.4237,7.111337,5.5
1468,2022-01-08,,7.11178,5.5
1469,2022-01-09,,7.112224,5.5
1470,2022-01-10,20.4453,7.112667,5.5
1471,2022-01-11,20.3785,7.11272,5.5
1472,2022-01-12,20.366,7.112772,5.5
1473,2022-01-13,20.3607,7.112825,5.5
1474,2022-01-14,20.3118,7.112878,5.5
1475,2022-01-15,,7.11293,5.5
1476,2022-01-16,,7.112983,5.5
1477,2022-01-17,20.3002,7.113035,5.5
1478,2022-01-18,20.403,7.113088,5.5
1479,2022-01-19,20.46,7.11314,5.5
1480,2022-01-20,20.4507,7.113193,5.5
1481,2022-01-21,20.4598,7.113245,5.5
1482,2022-01-22,,7.113298,5.5
1483,2022-01-23,,7.113351,5.5
1484,2022-01-24,20.6308,7.113403,5.5
1485,2022-01-25,20.6683,7.113456,5.5
1486,2022-01-26,20.6415,7.115181,5.5
1487,2022-01-27,20.7383,7.116906,5.5
1488,2022-01-28,20.8597,7.118632,5.5
1489,2022-01-29,,7.120358,5.5
1490,2022-01-30,,7.122085,5.5
1491,2022-01-31,20.6352,7.123812,5.5
1492,2022-02-01,20.58,7.125539,5.5
1493,2022-02-02,20.6003,7.127267,5.5
1494,2022-02-03,20.5562,7.128996,5.5
1495,2022-02-04,20.7325,7.130724,5.5
1496,2022-02-05,,7.132453,5.5
1497,2022-02-06,,7.134183,5.5
1498,2022-02-07,,7.135913,5.5
1499,2022-02-08,20.6413,7.137644,5.5
1500,2022-02-09,20.5008,7.139374,5.5
1501,2022-02-10,20.4148,7.141106,5.5
1502,2022-02-11,20.4188,7.142978,6.0
1503,2022-02-12,,7.144851,6.0
1504,2022-02-13,,7.146724,6.0
1505,2022-02-14,20.411,7.148598,6.0
1506,2022-02-15,20.3992,7.150472,6.0
1507,2022-02-16,20.3335,7.152346,6.0
1508,2022-02-17,20.2978,7.154222,6.0
1509,2022-02-18,20.3063,7.156097,6.0
1510,2022-02-19,,7.157973,6.0
1511,2022-02-20,,7.15985,6.0
1512,2022-02-21,20.2825,7.161727,6.0
1513,2022-02-22,20.2977,7.163605,6.0
1514,2022-02-23,20.2435,7.165483,6.0
1515,2022-02-24,20.6525,7.167362,6.0
1516,2022-02-25,20.4465,7.169241,6.0
1517,2022-02-26,,7.171564,6.0
1518,2022-02-27,,7.173887,6.0
1519,2022-02-28,20.4257,7.176212,6.0
1520,2022-03-01,20.5272,7.178537,6.0
1521,2022-03-02,20.7193,7.180863,6.0
1522,2022-03-03,20.7033,7.18319,6.0
1523,2022-03-04,20.9262,7.185517,6.0
1524,2022-03-05,,7.187846,6.0
1525,2022-03-06,,7.190175,6.0
1526,2022-03-07,21.1947,7.192504,6.0
1527,2022-03-08,21.3775,7.194835,6.0
1528,2022-03-09,20.9677,7.197166,6.0
1529,2022-03-10,20.9743,7.199498,6.0
1530,2022-03-11,20.9695,7.201499,6.0
1531,2022-03-12,,7.203501,6.0
1532,2022-03-13,,7.205503,6.0
1533,2022-03-14,20.8908,7.207506,6.0
1534,2022-03-15,20.8743,7.209509,6.0
1535,2022-03-16,20.7035,7.211513,6.0
1536,2022-03-17,20.5585,7.213518,6.0
1537,2022-03-18,20.4145,7.215523,6.0
1538,2022-03-19,,7.217528,6.0
1539,2022-03-20,,7.219535,6.0
1540,2022-03-21,,7.221541,6.0
1541,2022-03-22,20.2782,7.223548,6.0
1542,2022-03-23,20.18,7.225556,6.0
1543,2022-03-24,20.1313,7.227565,6.0
1544,2022-03-25,19.9577,7.229574,6.5
1545,2022-03-26,,7.231752,6.5
1546,2022-03-27,,7.23393,6.5
1547,2022-03-28,20.1195,7.236109,6.5
1548,2022-03-29,19.9942,7.238289,6.5
1549,2022-03-30,19.8632,7.24047,6.5
1550,2022-03-31,19.9112,7.242651,6.5
1551,2022-04-01,19.8432,7.244833,6.5
1552,2022-04-02,,7.247016,6.5
1553,2022-04-03,,7.249199,6.5
1554,2022-04-04,19.7443,7.251383,6.5
1555,2022-04-05,19.9012,7.253567,6.5
1556,2022-04-06,20.0665,7.255753,6.5
1557,2022-04-07,20.1605,7.257938,6.5
1558,2022-04-08,20.12,7.260125,6.5
1559,2022-04-09,,7.262312,6.5
1560,2022-04-10,,7.2645,6.5
1561,2022-04-11,20.0093,7.267354,6.5
1562,2022-04-12,19.8407,7.270209,6.5
1563,2022-04-13,19.7967,7.273066,6.5
1564,2022-04-14,,7.275923,6.5
1565,2022-04-15,,7.278782,6.5
1566,2022-04-16,,7.281642,6.5
1567,2022-04-17,,7.284503,6.5
1568,2022-04-18,19.9377,7.287365,6.5
1569,2022-04-19,20.0447,7.290228,6.5
1570,2022-04-20,20.0383,7.293092,6.5
1571,2022-04-21,20.1802,7.295957,6.5
1572,2022-04-22,20.3183,7.298824,6.5
1573,2022-04-23,,7.301692,6.5
1574,2022-04-24,,7.30456,6.5
1575,2022-04-25,20.2992,7.30743,6.5
1576,2022-04-26,20.356,7.308198,6.5
1577,2022-04-27,20.4707,7.308965,6.5
1578,2022-04-28,20.567,7.309733,6.5
1579,2022-04-29,20.3728,7.310501,6.5
1580,2022-04-30,,7.311269,6.5
1581,2022-05-01,,7.312036,6.5
1582,2022-05-02,20.4075,7.312804,6.5
1583,2022-05-03,20.335,7.313572,6.5
1584,2022-05-04,20.2535,7.314341,6.5
1585,2022-05-05,20.2218,7.315109,6.5
1586,2022-05-06,20.1085,7.315877,6.5
1587,2022-05-07,,7.316646,6.5
1588,2022-05-08,,7.317414,6.5
1589,2022-05-09,20.3172,7.318183,6.5
1590,2022-05-10,20.372,7.318951,6.5
1591,2022-05-11,20.2592,7.319811,6.5
1592,2022-05-12,20.32,7.320672,6.5
1593,2022-05-13,20.1443,7.321532,7.0
1594,2022-05-14,,7.322393,7.0
1595,2022-05-15,,7.323254,7.0
1596,2022-05-16,20.0782,7.324115,7.0
1597,2022-05-17,19.9637,7.324976,7.0
1598,2022-05-18,19.9663,7.325837,7.0
1599,2022-05-19,19.9267,7.326698,7.0
1600,2022-05-20,19.8657,7.327559,7.0
1601,2022-05-21,,7.32842,7.0
1602,2022-05-22,,7.329282,7.0
1603,2022-05-23,19.8282,7.330143,7.0
1604,2022-05-24,19.887,7.331005,7.0
1605,2022-05-25,19.8377,7.331867,7.0
1606,2022-05-26,19.7933,7.331571,7.0
1607,2022-05-27,19.5965,7.331275,7.0
1608,2022-05-28,,7.33098,7.0
1609,2022-05-29,,7.330684,7.0
1610,2022-05-30,19.4953,7.330388,7.0
1611,2022-05-31,19.694,7.330093,7.0
1612,2022-06-01,19.7388,7.329797,7.0
1613,2022-06-02,19.5585,7.329501,7.0
1614,2022-06-03,19.5742,7.329206,7.0
1615,2022-06-04,,7.32891,7.0
1616,2022-06-05,,7.328615,7.0
1617,2022-06-06,19.5547,7.328319,7.0
1618,2022-06-07,19.5998,7.328024,7.0
1619,2022-06-08,19.59,7.327728,7.0
1620,2022-06-09,19.6128,7.327433,7.0
1621,2022-06-10,19.9297,7.327137,7.0
1622,2022-06-11,,7.328622,7.0
1623,2022-06-12,,7.330108,7.0
1624,2022-06-13,20.4527,7.331594,7.0
1625,2022-06-14,20.6583,7.333081,7.0
1626,2022-06-15,20.6675,7.334567,7.0
1627,2022-06-16,20.5728,7.336054,7.0
1628,2022-06-17,20.476,7.337542,7.0
1629,2022-06-18,,7.339029,7.0
1630,2022-06-19,,7.340517,7.0
1631,2022-06-20,20.2442,7.342005,7.0
1632,2022-06-21,20.1963,7.343494,7.0
1633,2022-06-22,20.0465,7.344983,7.0
1634,2022-06-23,20.0365,7.346472,7.0
1635,2022-06-24,19.8707,7.347961,7.75
1636,2022-06-25,,7.349451,7.75
1637,2022-06-26,,7.351863,7.75
1638,2022-06-27,19.8797,7.354275,7.75
1639,2022-06-28,19.9847,7.356689,7.75
1640,2022-06-29,20.1443,7.359103,7.75
1641,2022-06-30,20.1335,7.361518,7.75
1642,2022-07-01,20.3817,7.363934,7.75
1643,2022-07-02,,7.36635,7.75
1644,2022-07-03,,7.368768,7.75
1645,2022-07-04,20.2877,7.371186,7.75
1646,2022-07-05,20.5598,7.373605,7.75
1647,2022-07-06,20.7228,7.376025,7.75
1648,2022-07-07,20.6022,7.378445,7.75
1649,2022-07-08,20.4423,7.380866,7.75
1650,2022-07-09,,7.383288,7.75
1651,2022-07-10,,7.385711,7.75
1652,2022-07-11,20.7473,7.387652,7.75
1653,2022-07-12,20.7882,7.389594,7.75
1654,2022-07-13,20.7613,7.391535,7.75
1655,2022-07-14,20.9415,7.393478,7.75
1656,2022-07-15,20.611,7.395421,7.75
1657,2022-07-16,,7.397364,7.75
1658,2022-07-17,,7.399308,7.75
1659,2022-07-18,20.3957,7.401252,7.75
1660,2022-07-19,20.4407,7.403197,7.75
1661,2022-07-20,20.4913,7.405143,7.75
1662,2022-07-21,20.6562,7.407089,7.75
1663,2022-07-22,20.515,7.409035,7.75
1664,2022-07-23,,7.410982,7.75
1665,2022-07-24,,7.412929,7.75
1666,2022-07-25,20.4652,7.414877,7.75
1667,2022-07-26,20.433,7.416859,7.75
1668,2022-07-27,20.512,7.418842,7.75
1669,2022-07-28,20.3778,7.420824,7.75
1670,2022-07-29,20.3485,7.422808,7.75
1671,2022-07-30,,7.424792,7.75
1672,2022-07-31,,7.426776,7.75
1673,2022-08-01,20.2633,7.428761,7.75
1674,2022-08-02,20.5152,7.430747,7.75
1675,2022-08-03,20.6305,7.432733,7.75
1676,2022-08-04,20.3358,7.43472,7.75
1677,2022-08-05,20.401,7.436707,7.75
1678,2022-08-06,,7.438695,7.75
1679,2022-08-07,,7.440683,7.75
1680,2022-08-08,20.2789,7.442672,7.75
1681,2022-08-09,20.2715,7.444661,7.75
1682,2022-08-10,19.9562,7.446651,7.75
1683,2022-08-11,19.9595,7.447777,7.75
1684,2022-08-12,19.874,7.448904,8.5
1685,2022-08-13,,7.450031,8.5
1686,2022-08-14,,7.451158,8.5
1687,2022-08-15,19.8618,7.452286,8.5
1688,2022-08-16,19.9303,7.453413,8.5
1689,2022-08-17,20.0387,7.454541,8.5
1690,2022-08-18,20.0835,7.455668,8.5
1691,2022-08-19,20.1957,7.456796,8.5
1692,2022-08-20,,7.457925,8.5
1693,2022-08-21,,7.459053,8.5
1694,2022-08-22,20.1598,7.460182,8.5
1695,2022-08-23,19.9982,7.46131,8.5
1696,2022-08-24,19.9198,7.462439,8.5
1697,2022-08-25,19.9437,7.463568,8.5
1698,2022-08-26,19.9268,7.465516,8.5
1699,2022-08-27,,7.467464,8.5
1700,2022-08-28,,7.469413,8.5
1701,2022-08-29,19.9945,7.471363,8.5
1702,2022-08-30,20.1465,7.473313,8.5
1703,2022-08-31,20.0962,7.475263,8.5
1704,2022-09-01,20.2473,7.477214,8.5
1705,2022-09-02,19.9753,7.479166,8.5
1706,2022-09-03,,7.481118,8.5
1707,2022-09-04,,7.48307,8.5
1708,2022-09-05,19.962,7.485023,8.5
1709,2022-09-06,20.138,7.486977,8.5
1710,2022-09-07,20.0297,7.488931,8.5
1711,2022-09-08,20.0203,7.490885,8.5
1712,2022-09-09,19.9027,7.49284,8.5
1713,2022-09-10,,7.494796,8.5
1714,2022-09-11,,7.496406,8.5
1715,2022-09-12,19.7957,7.498017,8.5
1716,2022-09-13,20.055,7.499628,8.5
1717,2022-09-14,19.9768,7.50124,8.5
1718,2022-09-15,20.0525,7.502852,8.5
1719,2022-09-16,,7.504464,8.5
1720,2022-09-17,,7.506076,8.5
1721,2022-09-18,,7.507689,8.5
1722,2022-09-19,19.9943,7.509303,8.5
1723,2022-09-20,20.0,7.510916,8.5
1724,2022-09-21,20.0027,7.51253,8.5
1725,2022-09-22,19.9608,7.514144,8.5
1726,2022-09-23,20.1627,7.515759,8.5
1727,2022-09-24,,7.517374,8.5
1728,2022-09-25,,7.518989,8.5
1729,2022-09-26,20.3517,7.521027,8.5
1730,2022-09-27,20.357,7.523065,8.5
1731,2022-09-28,20.3058,7.525104,8.5
1732,2022-09-29,20.1927,7.527143,8.5
1733,2022-09-30,20.0925,7.529183,9.25
1734,2022-10-01,,7.531223,9.25
1735,2022-10-02,,7.533264,9.25
1736,2022-10-03,20.0008,7.535305,9.25
1737,2022-10-04,19.9698,7.537347,9.25
1738,2022-10-05,20.1267,7.53939,9.25
1739,2022-10-06,20.1087,7.541433,9.25
1740,2022-10-07,20.0502,7.543476,9.25
1741,2022-10-08,,7.545521,9.25
1742,2022-10-09,,7.547565,9.25
1743,2022-10-10,19.9752,7.549611,9.25
1744,2022-10-11,19.9652,7.550128,9.25
1745,2022-10-12,20.0352,7.550645,9.25
1746,2022-10-13,20.0398,7.551162,9.25
1747,2022-10-14,20.0838,7.55168,9.25
1748,2022-10-15,,7.552197,9.25
1749,2022-10-16,,7.552714,9.25
1750,2022-10-17,19.9913,7.553232,9.25
1751,2022-10-18,20.0207,7.553749,9.25
1752,2022-10-19,20.1272,7.554266,9.25
1753,2022-10-20,20.0448,7.554784,9.25
1754,2022-10-21,19.9647,7.555302,9.25
1755,2022-10-22,,7.555819,9.25
1756,2022-10-23,,7.556337,9.25
1757,2022-10-24,19.9535,7.556854,9.25
1758,2022-10-25,19.8712,7.557372,9.25
1759,2022-10-26,19.8553,7.559441,9.25
1760,2022-10-27,19.8365,7.56151,9.25
1761,2022-10-28,19.8303,7.56358,9.25
1762,2022-10-29,,7.56565,9.25
1763,2022-10-30,,7.567721,9.25
1764,2022-10-31,19.8245,7.569793,9.25
1765,2022-11-01,19.7463,7.571865,9.25
1766,2022-11-02,,7.573938,9.25
1767,2022-11-03,19.6673,7.576011,9.25
1768,2022-11-04,19.5202,7.578085,9.25
1769,2022-11-05,,7.580159,9.25
1770,2022-11-06,,7.582234,9.25
1771,2022-11-07,19.4647,7.58431,9.25
1772,2022-11-08,19.4775,7.586386,9.25
1773,2022-11-09,19.5887,7.588463,9.25
1774,2022-11-10,19.394,7.59054,9.25
1775,2022-11-11,19.5353,7.591303,10.0
1776,2022-11-12,,7.592067,10.0
1777,2022-11-13,,7.592831,10.0
1778,2022-11-14,19.4015,7.593594,10.0
1779,2022-11-15,19.3818,7.594358,10.0
1780,2022-11-16,19.3137,7.595122,10.0
1781,2022-11-17,19.4333,7.595886,10.0
1782,2022-11-18,19.493,7.59665,10.0
1783,2022-11-19,,7.597414,10.0
1784,2022-11-20,,7.598178,10.0
1785,2022-11-21,,7.598942,10.0
1786,2022-11-22,19.4667,7.599707,10.0
1787,2022-11-23,19.3683,7.600471,10.0
1788,2022-11-24,19.3692,7.601236,10.0
1789,2022-11-25,19.3393,7.602,10.0
1790,2022-11-26,,7.604814,10.0
1791,2022-11-27,,7.60763,10.0
1792,2022-11-28,19.325,7.610446,10.0
1793,2022-11-29,19.216,7.613264,10.0
1794,2022-11-30,19.3965,7.616082,10.0
1795,2022-12-01,19.1433,7.618902,10.0
1796,2022-12-02,19.3422,7.621722,10.0
1797,2022-12-03,,7.624544,10.0
1798,2022-12-04,,7.627366,10.0
1799,2022-12-05,19.7567,7.63019,10.0
1800,2022-12-06,19.803,7.633015,10.0
1801,2022-12-07,19.6977,7.63584,10.0
1802,2022-12-08,19.6732,7.638667,10.0
1803,2022-12-09,19.8192,7.641495,10.0
1804,2022-12-10,,7.644324,10.0
1805,2022-12-11,,7.643746,10.0
1806,2022-12-12,,7.643167,10.0
1807,2022-12-13,19.6458,7.642589,10.0
1808,2022-12-14,19.6955,7.642011,10.0
1809,2022-12-15,19.7963,7.641433,10.0
1810,2022-12-16,19.7932,7.640855,10.5
1811,2022-12-17,,7.640276,10.5
1812,2022-12-18,,7.639698,10.5
1813,2022-12-19,19.7557,7.63912,10.5
1814,2022-12-20,19.7482,7.638542,10.5
1815,2022-12-21,19.6932,7.637964,10.5
1816,2022-12-22,19.574,7.637387,10.5
1817,2022-12-23,19.4287,7.636809,10.5
1818,2022-12-24,,7.636231,10.5
1819,2022-12-25,,7.635653,10.5
1820,2022-12-26,19.3983,7.637511,10.5
1821,2022-12-27,19.4407,7.639368,10.5
1822,2022-12-28,19.4143,7.641227,10.5
1823,2022-12-29,19.3615,7.643085,10.5
1824,2022-12-30,19.4715,7.644945,10.5
1825,2022-12-31,,7.646804,10.5
1826,2023-01-01,,7.648664,10.5
1827,2023-01-02,19.4883,7.650525,10.5
1828,2023-01-03,19.422,7.652386,10.5
1829,2023-01-04,19.3568,7.654247,10.5
1830,2023-01-05,19.3672,7.656109,10.5
1831,2023-01-06,19.1753,7.657971,10.5
1832,2023-01-07,,7.659834,10.5
1833,2023-01-08,,7.661698,10.5
1834,2023-01-09,19.1648,7.663561,10.5
1835,2023-01-10,19.1108,7.665425,10.5
1836,2023-01-11,19.026,7.665918,10.5
1837,2023-01-12,18.8735,7.666411,10.5
1838,2023-01-13,18.7922,7.666904,10.5
1839,2023-01-14,,7.667397,10.5
1840,2023-01-15,,7.667891,10.5
1841,2023-01-16,18.7913,7.668384,10.5
1842,2023-01-17,18.7493,7.668877,10.5
1843,2023-01-18,18.7493,7.66937,10.5
1844,2023-01-19,19.0327,7.669863,10.5
1845,2023-01-20,18.9257,7.670356,10.5
1846,2023-01-21,,7.67085,10.5
1847,2023-01-22,,7.671343,10.5
1848,2023-01-23,18.8267,7.671836,10.5
1849,2023-01-24,18.8318,7.67233,10.5
1850,2023-01-25,18.82,7.672823,10.5
1851,2023-01-26,18.8355,7.675005,10.5
1852,2023-01-27,18.7872,7.677188,10.5
1853,2023-01-28,,7.679371,10.5
1854,2023-01-29,,7.681555,10.5
1855,2023-01-30,18.7793,7.683739,10.5
1856,2023-01-31,18.7937,7.685924,10.5
1857,2023-02-01,18.739,7.68811,10.5
1858,2023-02-02,18.6232,7.690297,10.5
1859,2023-02-03,18.8895,7.692484,10.5
1860,2023-02-04,,7.694671,10.5
1861,2023-02-05,,7.696859,10.5
1862,2023-02-06,,7.699048,10.5
1863,2023-02-07,19.0517,7.701238,10.5
1864,2023-02-08,18.9435,7.703428,10.5
1865,2023-02-09,18.9543,7.705619,10.5
1866,2023-02-10,18.6893,7.70781,11.0
1867,2023-02-11,,7.709586,11.0
1868,2023-02-12,,7.711362,11.0
1869,2023-02-13,18.6327,7.713139,11.0
1870,2023-02-14,18.5383,7.714916,11.0
1871,2023-02-15,18.6428,7.716693,11.0
1872,2023-02-16,18.5497,7.718471,11.0
1873,2023-02-17,18.4142,7.720249,11.0
1874,2023-02-18,,7.722028,11.0
1875,2023-02-19,,7.723807,11.0
1876,2023-02-20,18.397,7.725586,11.0
1877,2023-02-21,18.3938,7.727366,11.0
1878,2023-02-22,18.3483,7.729147,11.0
1879,2023-02-23,18.4107,7.730927,11.0
1880,2023-02-24,18.4023,7.732708,11.0
1881,2023-02-25,,7.73449,11.0
1882,2023-02-26,,7.736288,11.0
1883,2023-02-27,18.4077,7.738086,11.0
1884,2023-02-28,18.3448,7.739885,11.0
1885,2023-03-01,18.17,7.741684,11.0
1886,2023-03-02,18.126,7.743484,11.0
1887,2023-03-03,18.0123,7.745284,11.0
1888,2023-03-04,,7.747084,11.0
1889,2023-03-05,,7.748885,11.0
1890,2023-03-06,18.0122,7.750686,11.0
1891,2023-03-07,18.1155,7.752488,11.0
1892,2023-03-08,17.9662,7.75429,11.0
1893,2023-03-09,18.0577,7.756092,11.0
1894,2023-03-10,18.4083,7.757895,11.0
1895,2023-03-11,,7.75874,11.0
1896,2023-03-12,,7.759584,11.0
1897,2023-03-13,18.8302,7.760428,11.0
1898,2023-03-14,18.6427,7.761273,11.0
1899,2023-03-15,18.9972,7.762117,11.0
1900,2023-03-16,18.9095,7.762962,11.0
1901,2023-03-17,18.8977,7.763807,11.0
1902,2023-03-18,,7.764652,11.0
1903,2023-03-19,,7.765497,11.0
1904,2023-03-20,,7.766342,11.0
1905,2023-03-21,18.6755,7.767187,11.0
1906,2023-03-22,18.5437,7.768032,11.0
1907,2023-03-23,18.4902,7.768877,11.0
1908,2023-03-24,18.5178,7.769723,11.0
1909,2023-03-25,,7.770568,11.0
1910,2023-03-26,,7.771288,11.0
1911,2023-03-27,18.383,7.772007,11.0
1912,2023-03-28,18.2523,7.772727,11.0
1913,2023-03-29,18.1052,7.773447,11.0
1914,2023-03-30,18.0932,7.774167,11.0
1915,2023-03-31,18.0415,7.774887,11.25
1916,2023-04-01,,7.775607,11.25
1917,2023-04-02,,7.776327,11.25
1918,2023-04-03,18.107,7.777047,11.25
1919,2023-04-04,18.1185,7.777767,11.25
1920,2023-04-05,18.3323,7.778487,11.25
1921,2023-04-06,,7.779207,11.25
1922,2023-04-07,,7.779928,11.25
1923,2023-04-08,,7.780648,11.25
1924,2023-04-09,,7.781369,11.25
1925,2023-04-10,18.1765,7.782089,11.25
1926,2023-04-11,18.187,7.782477,11.25
1927,2023-04-12,18.066,7.782865,11.25
1928,2023-04-13,18.0152,7.783253,11.25
1929,2023-04-14,18.0638,7.783641,11.25
1930,2023-04-15,,7.784029,11.25
1931,2023-04-16,,7.784417,11.25
1932,2023-04-17,18.0868,7.784805,11.25
1933,2023-04-18,18.063,7.785193,11.25
1934,2023-04-19,18.0448,7.785581,11.25
1935,2023-04-20,18.009,7.785969,11.25
1936,2023-04-21,17.9988,7.786358,11.25
1937,2023-04-22,,7.786746,11.25
1938,2023-04-23,,7.787134,11.25
